failure_id,parent_seed_id,failure_type,severity,operator,stage,difficulty,question,gold_answer,supporting_sentence,answer_available,expected_behavior,num_contexts,contexts,category_group,page_title,chunk_id,injection_valid_auto,gold_answer_leaked_auto,human_injection_valid,human_label_correct,severity_ok,issue_code,notes
seed_000013__chunk_boundary__high,seed_000013,chunk_boundary,high,chunk_boundary,chunking,0.75,When did Werner Karl Heisenberg die?,1 February 1976,"Werner Karl Heisenberg (; German: [ˈvɛʁnɐ ˈhaɪzn̩bɛʁk] ; 5 December 1901 – 1 February 1976) was a German theoretical physicist, one of the main pioneers of the theory of quantum mechanics and a principal scientist in the German nuclear program during World War II.",True,answer,5,"Werner Karl Heisenberg (; German: [ˈvɛʁnɐ ˈhaɪzn̩bɛʁk] ; 5 December 1901 – 1 February 1976) was a German theoretical physicist, one of

---

He has chaired the Committee on Toxicology of the National Research Council of the National Academy of Sciences and served on scientific advisory panels of EPA, NIOSH, FEMA and others and consulted with many governmental, state, industrial and private organizations. He was active until shortly before his death. In the introductory chapter of Casarett and Doull's Toxicology: The Basic Science of Poisons, Doull wrote ""toxicology, like medicine, is both a science and an art."" He goes on to say that ""the science of toxicology is defined as the observational and data-gathering phase, whereas the art of toxicology is the predictive phase of the discipline. He contributed extensively to the science phase of toxicology early in his career. However, his passion has always been towards the art of toxicology.

---

the main pioneers of the theory of quantum mechanics and a

---

Cappucci began his career in July 2019, shortly after graduation, as a meteorologist and reporter for The Washington Post’s Capital Weather Gang, working under The Post’s weather editor, Jason Samenow. At the time he was announced as a full-time member of the team, Cappucci had already written more than 200 stories for the Capital Weather Gang.
In July 2021, Cappucci joined the weather team at WTTG-TV, the Fox affiliate in Washington, D.C., as a weekend meteorologist. In 2023, the Federal Alliance for Safe Homes named him as the recipient of its annual Weather Person of the Year award. Cappucci left the station in November 2023.
In August 2021, Cappucci began working for weather app MyRadar, where he currently serves as senior meteorologist.

---

principal scientist in the German nuclear program during World War II. Heisenberg published his Umdeutung paper in 1925, a major reinterpretation of old quantum theory. In the subsequent series of papers with Max Born and Pascual Jordan, during the same year, his matrix formulation of quantum mechanics was substantially elaborated. He is known for the uncertainty principle, which he published in 1927. He received the Nobel Prize in Physics in 1932 ""for the creation of quantum mechanics"". Heisenberg also made contributions to the theories of the hydrodynamics of turbulent flows, the atomic nucleus, ferromagnetism, cosmic rays, and subatomic particles. He introduced the concept of a wave function collapse. He was also instrumental in planning the first West German nuclear reactor at the Kernforschungszentrum Karlsruhe, together with one in Garching at the Technische Hochschule München, in 1957 (both were research reactors).",person,Werner Heisenberg,33130_1366967756_0_0,True,False,yes,yes,unclear,other,"[auto-review] chunk cuts off mid-sentence after function word ""of"" — check if one chunk is sufficient context"
seed_000016__chunk_boundary__high,seed_000016,chunk_boundary,high,chunk_boundary,chunking,0.75,What type of instruments did Max Davis Liston develop that were crucial for monitoring air quality in Los Angeles in the 1950s?,instruments to measure smog and car exhaust emissions,"He also developed instruments to measure smog and car exhaust emissions, essential to attempts to improve Los Angeles air quality in the 1950s.",True,answer,5,"Max Davis Liston (born March 16, 1918) is an American pioneer in the development of instruments for infrared spectrophotometry and non-dispersive infrared analysis. Two of his innovations, the breaker-type direct-coupled amplifier and the vacuum thermocouple, were essential to the development of infrared spectrometry technology. Among others, Liston has developed instruments for capnometry, the measurement of carbon dioxide in respiratory gases, used to monitor patients. He also developed instruments to measure smog and car exhaust emissions,

---

He was also the chancellor of the Australian National University in Canberra from 1961 to 1965.

---

essential to attempts to improve Los

---

Brusatte has discovered more than a dozen new species of vertebrate fossils. His breakthrough in the study of dinosaur fossils was while at the University of Chicago with Paul Sereno. Having discovered the skull, jaw, and neck fossils of a 95-million-year-old theropod in the Elrhaz Formation of Niger in 1997, Sereno was looking for a competent student to analyse it. Brusatte took the opportunity in 2004, completed the project in 2005, and published his findings in 2007 with Sereno. The animal was found to be a new species of Carcharodontosaurus, which they named C. iguidensis. He estimated that the complete skull would be more than five feet long, one of the biggest skulls of a known carnivorous dinosaur. This was followed by the description of another new theropod from the Elrhaz Formation in January 2008, Kryptops palaios. Another significant discovery was from China in 2014. Alongside Chinese paleontologist Lü Junchang and others, Brusatte described a 66-million-year-old dinosaur, Qianzhousaurus sinensis, which was closely related to the T. rex. Due to its long snout, it was given the nickname ""Pinocchio rex"".

---

Angeles air quality in the 1950s.",person,Max D. Liston,45636246_1366142196_0_0,True,False,yes,yes,unclear,ok,[auto-review] chunk ends at a sentence boundary
seed_000021__chunk_boundary__high,seed_000021,chunk_boundary,high,chunk_boundary,chunking,0.75,Where did Berry study for his doctoral studies?,Pennsylvania State University,"For his doctoral studies, Berry studied spin transport in semiconductor heterostructures at Pennsylvania State University.",True,answer,5,"Berry was an undergraduate student in physics at Goshen College. For his doctoral studies, Berry studied spin

---

Planck was a member of the Lutheran Church in Germany. He was very tolerant toward alternative views and religions. In a lecture in 1937 entitled ""Religion und Naturwissenschaft"" (""Religion and Natural Science"") he suggested the importance of these symbols and rituals related directly with a believer's ability to worship God, but that one must be mindful that the symbols provide an imperfect illustration of divinity. He criticized atheism for being focused on the derision of such symbols, while at the same time warned of the over-estimation of the importance of such symbols by believers. Planck said in 1944, ""As a man who has devoted his whole life to the most clear headed science, to the study of matter, I can tell you as a result of my research about atoms this much: There is no matter as such. All matter originates and exists only by virtue of a force which brings the particle of an atom to vibration and holds this most minute solar system of the atom together. We must assume behind this force the existence of a conscious and intelligent spirit [orig. Geist]. This spirit is the matrix of all matter.""

---

transport in semiconductor heterostructures

---

Film historian Laurent Mannoni, the curator of collections at the Cinémathèque Française, wrote that the book represents ""the first time that this vast technical and aesthetic history has been told by an inventor-technician-physicist-industrialist, who has himself filed patents for cinematographic inventions, run a company and made films. His point of view is both authoritative and fascinating since, until now, no conventional historian has had such varied credentials...."" In his foreword, Douglas Trumbull wrote that Lipton ""is on the trail of a vitally important nexus between the illusion of motion and the story contained within that illusion."" Each new innovation raises the question of whether theater will become ""an even more high-powered juggernaut of immersive and experiential technical perfection""—a theme park ride with no heart—or remain an emotional experience relying on the traditional talents of screenwriters, directors, and actors. ""Lenny Lipton delivers the background we need to help make sure that our beloved art form does not go off the rails.""

---

at Pennsylvania State University. He was particularly interested in coherent spin transport across interfaces and spin polarized transport in two-dimensional electron gasses. He moved to the National Institute of Standards and Technology for his postdoctoral studies, where he developed narrow band spectroscopy for III-V quantum dots.",person,Joseph J. Berry,73373484_1320956112_1_0,True,False,yes,yes,unclear,other,"[auto-review] chunk cuts off mid-sentence after ""spin"" — verify not mid-word and whether single chunk suffices"
seed_000033__chunk_boundary__high,seed_000033,chunk_boundary,high,chunk_boundary,chunking,0.75,Who shared the 1964 Nobel Prize in Physics with Nikolay Gennadiyevich Basov for their work in quantum electronics?,Alexander Prokhorov and Charles Hard Townes,"For his fundamental work in the field of quantum electronics that led to the development of laser and maser, Basov shared the 1964 Nobel Prize in Physics with Alexander Prokhorov and Charles Hard Townes.",True,answer,5,"Nikolay Gennadiyevich Basov (Russian: Николай Геннадиевич Басов; 14 December 1922 – 1 July 2001) was a Soviet physicist and educator. For his fundamental work in the field of quantum electronics that led to the development of laser

---

In February 2013, AirWatch secured a $200 million Series A funding round, the largest Series A round of any software company in history, from Insight Venture Partners and Accel Partners. AirWatch also stated the company's revenues had grown 40 percent quarter over quarter for the previous eight quarters. In July 2013, AirWatch acquired Motorola Solutions' MSP (Mobility Services Platform) to extend management capabilities to ruggedized devices. In January 2014, VMware acquired AirWatch for $1.54 billion, the largest acquisition to-date for VMware. During the Q4 2014 earnings call, VMware announced that AirWatch reached $200 million in 2014 bookings, 2,000 employees and more than 15,000 customers as of January 2015, making it the largest enterprise mobility management provider in terms of revenue, customers and employees. Some of the companies using AirWatch include Wal-Mart Stores Inc., The Home Depot Inc., Walgreens, Delta Air Lines, and the Department of Justice. As of February 2015, the AirWatch app was ranked as the second top free business application. As of March 2016 he stepped down as CEO and took up a position as an Advisory Board Member, a position which he held until December 2016.

---

and maser, Basov shared the 1964 Nobel Prize

---

Gabriel Lippmann was born on 16 August 1845 to Jewish parents in Hollerich, Luxembourg, where his father managed a glove-making business. In 1848, the family moved to Paris, where Lippmann was initially tutored by his mother, before entering the Lycée Napoléon (now the Lycée Henri-IV) in 1858. He was said to have been a rather inattentive but thoughtful pupil with a special interest in mathematics. In 1868, he was admitted to the École normale supérieure, where he failed the agrégation examination, which would have enabled him to enter the teaching profession, preferring instead to study physics.
In 1873, the French government sent Lippmann on a scientific mission to Germany to study methods of teaching science. He worked with Wilhelm Kühne and Gustav Kirchhoff at the University of Heidelberg, receiving a doctorate with summa cum laude distinction in 1874. The following year, he made a brief visit to Hermann von Helmholtz at the University of Berlin, before returning to Paris. On 24 July 1875, he submitted his doctoral thesis on electrocapillarity to the University of Paris.

---

in Physics with Alexander Prokhorov and Charles Hard Townes.",person,Nikolay Basov,1555268_1355156729_0_0,True,False,yes,yes,unclear,other,"[auto-review] chunk cuts off mid-sentence after ""laser"" — verify not mid-word and whether single chunk suffices"
seed_000036__chunk_boundary__high,seed_000036,chunk_boundary,high,chunk_boundary,chunking,0.75,"Who was the co-inventor of the handheld calculator and thermal printer, and what was his role in realizing the first integrated circuit at Texas Instruments in 1958?",Jack St. Clair Kilby,"Jack St. Clair Kilby (November 8, 1923 – June 20, 2005) was an American electrical engineer who took part, along with Robert Noyce of Fairchild Semiconductor, in the realization of the first integrated circuit while working at Texas Instruments in 1958.",True,answer,5,"Jack St. Clair Kilby (November 8, 1923 – June 20, 2005) was an American electrical engineer who took part, along

---

Konstantin Novoselov was born in Nizhny Tagil, Soviet Union, in 1974. He graduated from the Moscow Institute of Physics and Technology with a MSc degree in 1997, and was awarded a PhD from the Radboud University of Nijmegen in 2004 for work supervised by Andre Geim.
Novoselov uses the nickname ""Kostya"" (diminutive of the name Konstantin).

---

with Robert Noyce of Fairchild Semiconductor, in the realization of

---

Studying the nature of X-ray radiation and discussing its properties with his brother Maurice, who considered these rays to be some kind of combination of waves and particles, contributed to Louis de Broglie's awareness of the need to build a theory linking particle and wave representations. In addition, he was familiar with the works (1919–1922) of Marcel Brillouin, which proposed a hydrodynamic model of an atom and attempted to relate it to the results of Bohr's theory. The starting point in the work of Louis de Broglie was the idea of Einstein about the quanta of light. In his first article on this subject, published in 1922, the French scientist considered blackbody radiation as a gas of light quanta and, using classical statistical mechanics, derived the Wien radiation law in the framework of such a representation. In his next publication, he tried to reconcile the concept of light quanta with the phenomena of interference and diffraction and came to the conclusion that it was necessary to associate a certain periodicity with quanta. In this case, light quanta were interpreted by him as relativistic particles of very small mass. It remained to extend the wave considerations to any massive particles, and in the summer of 1923 a decisive breakthrough occurred.

---

the first integrated circuit while working at Texas Instruments in 1958. For this invention, Kilby shared the 2000 Nobel Prize in Physics. Kilby was also a co-inventor of the handheld calculator and the thermal printer, for which he had the patents. He also had patents for seven other inventions.",person,Jack Kilby,64069_1364281490_0_0,True,False,yes,yes,unclear,other,"[auto-review] chunk cuts off mid-sentence after ""along"" — verify not mid-word and whether single chunk suffices"
seed_000061__chunk_boundary__high,seed_000061,chunk_boundary,high,chunk_boundary,chunking,0.75,Which city was the capital during the period immediately before Anurādhapura?,Upatissagāma,"Upatissagāma, 474 BC–438 BC",True,answer,5,"Tambapaṇṇī, 543 BC–505 BC Upatissagāma, 505 BC–504 BC Vijithapura, 504–474 BC Upatissagāma, 474

---

Drapacz Chmur, one of the first skyscrapers in Europe Silesian Parliament, built in 1925–1929. For a very long time, it was the biggest structure in Poland Modernist old town Spodek (a large sports centre/concert hall, whose name translates as the 'saucer', from its distinctive shape resembling a UFO flying saucer) Silesian Insurgents Monument (Polish: Pomnik Powstańców Śląskich), the largest and heaviest monument in Poland. It is a harmonious combination of architecture and sculpture with appropriate symbolism: the wings symbolize the three Silesian Uprisings (1920–1921) while the names of places that were battlefields are etched on the vertical slopes. The monument, which was funded by the people of Warsaw for Upper Silesia, is considered Katowice's landmark. Silesian Theater, built in 1907 Rialto Cinetheater, built in 1912 Silesian Museum, built in 1899 Old train station in Katowice, built in 1906 The Goldstein Palace The Załęże Palace Parachute Tower, a 50 m (160 ft) tall lattice tower was built in 1937 for training parachutists.

---

BC–438

---

The main branch of the Trinity River is a designated a National Wild and Scenic River which runs through the forest. The Shasta–Trinity National Forest also covers almost 70 percent of the watershed of the South Fork Trinity River, a tributary of the Trinity River. Shasta, Lewiston and Trinity Lakes are part of the Whiskeytown–Shasta–Trinity National Recreation Area. Shasta Lake has 365 miles (587 km) of shoreline made-up of many arms and inlets. The four major arms of the lake are: Sacramento, McCloud, Squaw Creek and Pit and have scenery as well as unusual geologic and historic areas. Lewiston Lake, near the town of Weaverville, lies just downstream from Trinity Dam and Lake and just north of the town of Lewiston and is a constant level lake. It lies within the Whiskeytown–Shasta–Trinity National Recreation Area. Iron Canyon (northeast of Shasta Lake, near the town of Big Bend), Lewiston, Lake McCloud (south of the town of McCloud), Shasta and Trinity Lakes are large reservoirs extensively used for fishing, boating and camping. Houseboats can also be rented at Shasta Lake. There are many fishing opportunities in the forest.

---

BC Anurādhapura, 438 BC–437 BC",location,Capital of Sri Lanka,16178203_1361760764_3_0,True,False,yes,yes,unclear,midword_split,"[auto-review] trailing token ""474"" looks like a truncated word fragment"
seed_000081__chunk_boundary__high,seed_000081,chunk_boundary,high,chunk_boundary,chunking,0.75,"What discipline connects neuroscience, psychology, and computer science?",Computational neuroaesthetics,"Computational neuroaesthetics is the discipline that connects neuroscience, psychology and computer science.",True,answer,5,"Computational neuroaesthetics is the discipline that

---

Data flow analysis is a design method used to achieve modules of functional cohesion and data coupling. The input to the method is a data-flow diagram. A data-flow diagram is a set of ovals representing modules. Each module's name is displayed inside its oval. Modules may be at the executable level or the function level.
The diagram also has arrows connecting modules to each other. Arrows pointing into modules represent a set of inputs. Each module should have only one arrow pointing out from it to represent its single output object. (Optionally, an additional exception arrow points out.) A daisy chain of ovals will convey an entire algorithm. The input modules should start the diagram. The input modules should connect to the transform modules. The transform modules should connect to the output modules.

---

connects neuroscience, psychology

---

represents the exterior tensor product

---

and computer science. It represents the evolution of neuroaesthetics and computational aesthetics and investigates the brain processes of human beings involved during the aesthetic experience. In pursuing this research objective it uses a methodology that integrates the methods and techniques which are typical of neuroscience with those typical of computational science. The visual stimuli observed by people, such as images, are computationally processed to obtain a numerical value of the aesthetic features, such as brightness and hues, which are related to the brain processes of the subjects. In doing so, computational neuroaesthetics overcomes the limits of computational aesthetics, which uses only classical measuring instruments, such as self report scales, to assess the positive emotions experienced by individuals.",science_technology,Computational neuroaesthetics,66105247_1301027150_0_0,True,False,yes,yes,unclear,other,"[auto-review] chunk cuts off mid-sentence after function word ""that"" — check if one chunk is sufficient context"
seed_000091__chunk_boundary__high,seed_000091,chunk_boundary,high,chunk_boundary,chunking,0.75,Which conference did the author present 'Use of ATM and other computer networks in delivery of engineering education-a perspective' at in 1996?,Frontiers in Education FIE'96,"'Use of ATM and other computer networks in delivery of engineering education-a perspective.' Technology-Based Re-Engineering Engineering Education Proceedings of Frontiers in Education FIE'96 26th Annual Conference, 1996",True,answer,5,"""REINAS: the Real-time Environmental Information Network and Analysis System."" Digest of Papers. COMPCON'95. Technologies for the Information Superhighway, 1995 ""Creating synergy between computer engineering and computer science programs."" Technology-Based Re-Engineering Engineering Education Proceedings of Frontiers in Education FIE'96 26th Annual Conference, 1996 ""A pied piper: computer music to attract students to computer science/engineering."" Technology-Based Re-Engineering Engineering Education Proceedings of Frontiers in Education FIE'96 26th Annual Conference, 1996 ""Use of ATM and other computer networks in delivery of engineering education-a perspective."" Technology-Based Re-Engineering Engineering Education Proceedings of Frontiers in Education FIE'96 26th Annual Conference, 1996 ""Evaluation of an M.S. program using synchronous digital video course delivery to remote students, and its expansion, enhancement and improvements."" 34th Annual Frontiers in Education, 2004 ""Floor control alternatives for distributed videoconferencing over IP networks."" 2005 International Conference on Collaborative Computing: Networking, Applications and Worksharing, 2005 ""Large Classroom Experience with an Interactive Tiled Display Mural."" Proceedings of 36th Annual Frontiers in Education, 2006 'Use of ATM and other computer networks in delivery of engineering education-a perspective.'

---

KImageMapEditor – an HTML image map editor
KXSLDbg – an XSLT debugger

---

Technology-Based Re-Engineering Engineering Education Proceedings of Frontiers

---

VLSI circuits enabled the programming environment to advance from a computer terminal (until the 1990s) to a graphical user interface (GUI) computer. Computer terminals limited programmers to a single shell running in a command-line environment. During the 1970s, full-screen source code editing became possible through a text-based user interface. Regardless of the technology available, the goal is to program in a programming language.

---

in Education FIE'96 26th Annual Conference, 1996",science_technology,Patrick Mantey,79443235_1362787208_1_0,True,False,yes,yes,unclear,ok,[auto-review] chunk ends at a sentence boundary
seed_000093__chunk_boundary__high,seed_000093,chunk_boundary,high,chunk_boundary,chunking,0.75,When was Final Theory published?,2008,Final Theory is a 2008 techno-thriller novel written by Scientific American contributing editor Mark Alpert and published by Touchstone Books.,True,answer,5,"Final Theory is a 2008 techno-thriller novel written by Scientific

---

One of the first computers for the American Nautical Almanac was Maria Mitchell. Her work on the assignment was to compute the motion of the planet Venus. The Almanac never became a reality, but Mitchell became the first astronomy professor at Vassar. Ada Lovelace was the first person to publish an algorithm intended to be executed by the first modern computer, the Analytical Engine created by Charles Babbage. As a result, she is often regarded as the first computer programmer. Lovelace was introduced to Babbage's difference engine when she was 17. In 1840, she wrote to Babbage and asked if she could become involved with his first machine. By this time, Babbage had moved on to his idea for the Analytical Engine. A paper describing the Analytical Engine, Notions sur la machine analytique, published by L.F. Menabrea, came to the attention of Lovelace, who not only translated it into English, but corrected mistakes made by Menabrea. Babbage suggested that she expand the translation of the paper with her own ideas, which, signed only with her initials, AAL, ""synthesized the vast scope of Babbage's vision."" Lovelace imagined the kind of impact of the Analytical Engine might have on society. She drew up explanations of how the engine could handle inputs, outputs, processing and data storage.

---

American contributing editor Mark Alpert

---

There have been both advances in microscopic technology, and discoveries in other areas of knowledge as a result of microscopic technology.

---

and published by Touchstone Books. The novel fictitiously posits that Albert Einstein actually achieved his life's ambition of discovering a unified field theory. If he had been successful in developing this theory, it would have large consequences for the world, including the development of a weapon of mass destruction. Final Theory is Alpert's debut novel.",science_technology,Final Theory (novel),27827081_1355214741_0_0,True,False,yes,yes,unclear,other,"[auto-review] chunk cuts off mid-sentence after ""Scientific"" — verify not mid-word and whether single chunk suffices"
seed_000100__chunk_boundary__high,seed_000100,chunk_boundary,high,chunk_boundary,chunking,0.75,"What type of code is used to indicate the nature of an error and, when possible, why it occurred in computing?",error code,"In computing, an error code (or a return code) is a numeric or alphanumeric code that indicates the nature of an error and, when possible, why it occurred.",True,answer,5,"In computing, an error code (or a return code) is a numeric or alphanumeric

---

{\displaystyle Y}

---

code that indicates the nature of an

---

Physics of life is a branch of physics that studies the fundamental principles governing living systems. It applies methods from mechanics, thermodynamics, statistical physics, and information theory to biological phenomena ranging from molecular assemblies to ecosystems. The field seeks to understand how complex behaviors of life arise from interactions among physical components under conditions far from equilibrium. Biological physics has gained wider recognition as a distinct and essential area within physics research.

---

error and, when possible, why it occurred. Error codes can be reported to end users of software, returned from communication protocols, or used within programs as a method of representing anomalous conditions.",science_technology,Error code,30873244_1360884303_0_0,True,False,yes,yes,unclear,other,"[auto-review] chunk cuts off mid-sentence after ""alphanumeric"" — verify not mid-word and whether single chunk suffices"
